country_iso,year,gdppc
CHE,1150,1880.3090750810811
CHE,1200,1920.531402108108
CHE,1250,1960.753729135135
CHE,1300,2000.976056162162
CHE,1350,2041.1983831891891
CHE,1400,2081.4207102162163
CHE,1450,2121.6430372432433
CHE,1500,2161.86536427027
CHE,1550,2202.087691297297
CHE,1600,2242.310018324324
CHE,1650,2282.532345351351
CHE,1700,2322.754672378378
CHE,1750,2362.976999405405
CHE,1800,2403.199326432432
CHE,1850,2443.4216534594593
CHE,1900,6611.7782
CHE,1950,11541.0376
CHE,2000,43251.1038
CHE,2015,59307.0
CHL,1800,853.0
CHL,1850,1352.0
CHL,1900,3386.0
CHL,1950,5880.0
CHL,2000,15211.6233
CHL,2015,21589.0
CHN,1000,1225.107
CHN,1050,1223.2203333333334
CHN,1100,1208.127
CHN,1150,1204.8826071428573
CHN,1200,1244.7552857142857
CHN,1250,1284.6279642857144
CHN,1300,1324.500642857143
CHN,1350,1364.3733214285714
CHN,1400,1404.246
CHN,1450,1375.38
CHN,1500,1207.278
CHN,1550,1195.0
CHN,1600,1217.466
CHN,1650,1311.7560975609756
CHN,1700,1542.633
CHN,1750,1061.25
CHN,1800,926.259
CHN,1850,858.0
CHN,1900,972.0
CHN,1950,799.0
CHN,2000,4730.3544
CHN,2015,12244.0
CIV,1900,585.6695652173913
CIV,1950,1659.0
CIV,2000,2352.8563
CIV,2015,3218.0
CMR,1950,1070.0
CMR,2000,1961.0879
CMR,2015,2778.0
COD,1950,909.0
COD,2000,414.0469
COD,2015,836.0
COG,1950,1693.0
COG,2000,4159.2227
COG,2015,6272.0
COL,1800,942.0
COL,1850,784.0
COL,1900,1089.0
COL,1950,3432.0
COL,2000,8496.7919
COL,2015,13218.0
COM,1950,534.0
COM,2000,1204.4024
COM,2015,1696.0
CPV,1950,1006.0
CPV,2000,3583.5868
CPV,2015,6266.0
CRI,1950,3129.0
CRI,2000,9319.7662
CRI,2015,13677.0
CSK,1850,1720.0
CSK,1900,2756.0
CSK,1950,5581.0
CSK,2000,15378.2064
CSK,2015,27041.0
CUB,1700,326.0
CUB,1750,481.0
CUB,1800,623.972972972973
CUB,1850,888.0
CUB,1900,1691.4
CUB,1950,2638.0
CUB,2000,4009.3399
CUB,2015,7889.0
CYP,1950,2885.0
CYP,2000,22326.798
CYP,2015,24963.0
CZE,2000,17056.1595
CZE,2015,28194.0
DEU,1500,1827.0
DEU,1550,1556.5
DEU,1600,1286.0
DEU,1650,1511.0
DEU,1700,1497.0
DEU,1750,1674.0
DEU,1800,1572.0
DEU,1850,2276.0
DEU,1900,4758.0
DEU,1950,6186.0
DEU,2000,33367.2838
DEU,2015,44293.0
DJI,1950,3459.0
DJI,2000,1880.9988
DJI,2015,2941.0
DMA,1950,980.0
DMA,2000,5696.9552
DMA,2015,9319.0
DNK,1850,2817.0
DNK,1900,4809.0
DNK,1950,11067.0
